,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9934,9936,Turok: Evolution,GBA,2002.0,Shooter,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.12
9935,9937,The Clique: Diss and Make Up,DS,2009.0,Adventure,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12
9936,9938,Love Live! School Idol Paradise,PSV,2014.0,Misc,Kadokawa Games,0.0,0.0,0.12,0.0,0.12
9937,9939,Rugrats: Totally Angelica,PS,2001.0,Adventure,THQ,0.06,0.04,0.0,0.01,0.12
9938,9940,Nightshade,PS2,2003.0,Action,Sega,0.06,0.04,0.0,0.01,0.12
9939,9941,NFL Tour,PS3,2008.0,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.12
9940,9942,Ridge Racer Unbounded,X360,2012.0,Racing,Namco Bandai Games,0.05,0.05,0.0,0.01,0.12
9941,9943,CSI: Crime Scene Investigation,XB,2004.0,Adventure,Ubisoft,0.09,0.03,0.0,0.0,0.12
9942,9944,The Lord of the Rings: Aragorn's Quest,PSP,2010.0,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0.0,0.02,0.12
9943,9945,Yogi Bear: The Video Game,Wii,2010.0,Action,D3Publisher,0.06,0.05,0.0,0.01,0.12
9944,9946,Makai Shin Trillion,PSV,2014.0,Role-Playing,Idea Factory,0.02,0.02,0.06,0.01,0.12
9945,9947,Buffy the Vampire Slayer: Chaos Bleeds,XB,2003.0,Action,Vivendi Games,0.09,0.03,0.0,0.0,0.12
9946,9948,Lost Horizon,PC,2010.0,Adventure,Deep Silver,0.0,0.1,0.0,0.02,0.12
9947,9949,Hanagumi Taisen Columns,SAT,1997.0,Puzzle,Sega,0.0,0.0,0.12,0.0,0.12
9948,9950,Tales of Destiny 2,PSP,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9949,9951,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005.0,Action,Konami Digital Entertainment,0.09,0.02,0.0,0.0,0.12
9950,9952,Power Pro Kun Pocket 14,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
9951,9953,Get Up and Dance,Wii,2011.0,Misc,O-Games,0.06,0.04,0.0,0.01,0.12
9952,9954,Merv Griffin's Crosswords,Wii,2008.0,Puzzle,THQ,0.11,0.0,0.0,0.01,0.12
9953,9955,Rango: The Video Game,DS,2011.0,Action,Electronic Arts,0.07,0.03,0.0,0.01,0.12
9954,9956,Planet 51,PS3,2009.0,Action,Sega,0.07,0.03,0.0,0.02,0.12
9955,9957,Ultimate Puzzle Games: Sudoku Edition,DS,2007.0,Puzzle,Telegames,0.11,0.0,0.0,0.01,0.12
9956,9958,Tokyo Twilight Ghost Hunters,PSV,2014.0,Role-Playing,Aksys Games,0.06,0.01,0.02,0.02,0.12
9957,9959,Deadpool,XOne,2015.0,Action,Activision,0.08,0.03,0.0,0.01,0.12
9958,9960,UN Squadron,SNES,1991.0,Shooter,Capcom,0.0,0.0,0.12,0.0,0.12
9959,9961,Tecmo Super Bowl,PS,1996.0,Sports,Tecmo Koei,0.06,0.04,0.0,0.01,0.12
9960,9962,TMNT,PSP,2007.0,Action,Ubisoft,0.1,0.01,0.0,0.01,0.12
9961,9963,Dora the Explorer: Journey to the Purple Planet,GC,2005.0,Adventure,Global Star,0.09,0.02,0.0,0.0,0.12
9962,9964,Lunar 2: Eternal Blue,SAT,1998.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.12,0.0,0.12
9963,9965,NHL Powerplay '96,PS,1996.0,Sports,Virgin Interactive,0.06,0.04,0.0,0.01,0.12
9964,9966,Thousand Arms,PS,1998.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.12
9965,9967,de Blob 2,DS,2011.0,Platform,THQ,0.09,0.02,0.0,0.01,0.12
9966,9968,Arctic Thunder,XB,2001.0,Racing,Midway Games,0.09,0.02,0.0,0.0,0.12
9967,9969,Hyperdimension Neptunia Re;Birth 3,PSV,2014.0,Action,Idea Factory International,0.07,0.01,0.0,0.03,0.12
9968,9970,Barnyard,GC,2006.0,Action,THQ,0.09,0.02,0.0,0.0,0.12
9969,9971,Stolen Song,PS,1998.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12
9970,9972,Darkspore,PC,2011.0,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12
9971,9973,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013.0,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.12
9972,9974,Armored Core: Verdict Day,PS3,2013.0,Simulation,From Software,0.0,0.0,0.12,0.0,0.12
9973,9975,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,2008.0,Action,Takara Tomy,0.0,0.0,0.12,0.0,0.12
9974,9976,Harvey Birdman: Attorney at Law,PS2,2008.0,Adventure,Capcom,0.06,0.04,0.0,0.01,0.12
9975,9977,Wipeout 2,PS3,2011.0,Misc,Activision,0.11,0.0,0.0,0.01,0.12
9976,9978,Dawn of Discovery,DS,2009.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.12
9977,9979,DEATH NOTE: Kira Game,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
9978,9980,Sengoku Cyber: Fujimaru Jigokuhen,PS,1995.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12
9979,9981,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,2007.0,Misc,D3Publisher,0.0,0.0,0.12,0.0,0.12
9980,9982,ASH: Archaic Sealed Heat,DS,2007.0,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12
9981,9983,Happy Feet Two,DS,,Action,Warner Bros. Interactive Entertainment,0.09,0.02,0.0,0.01,0.12
9982,9984,Brunswick Pro Bowling,3DS,2011.0,Sports,Crave Entertainment,0.11,0.0,0.0,0.01,0.12
9983,9985,Fantastic Four: Rise of the Silver Surfer,X360,2007.0,Action,Take-Two Interactive,0.1,0.01,0.0,0.01,0.12
9984,9986,Dorabase 2: Nettou Ultra Stadium,DS,2009.0,Sports,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9985,9987,Center Ring Boxing,SAT,1994.0,Fighting,JVC,0.0,0.0,0.12,0.0,0.12
9986,9988,NHL 2K3,XB,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12
9987,9989,Puzzler World 2,DS,2010.0,Puzzle,Ubisoft,0.02,0.07,0.0,0.02,0.12
9988,9990,Die Hard: Vendetta,GC,2002.0,Shooter,NDA Productions,0.09,0.02,0.0,0.0,0.12
9989,9991,Sword Art Online: Hollow Fragment,PS4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.1,0.0,0.02,0.12
9990,9992,F1 2002,PS2,2002.0,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12
9991,9993,Hasbro Family Game Night Fun Pack,Wii,2011.0,Misc,Electronic Arts,0.11,0.0,0.0,0.01,0.12
9992,9994,FIFA Soccer,PSP,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12
9993,9995,Dead Island Definitive Collection,PS4,2016.0,Action,Deep Silver,0.02,0.07,0.01,0.02,0.12
9994,9996,Sphinx and the Cursed Mummy,XB,2003.0,Action,THQ,0.09,0.02,0.0,0.0,0.12
9995,9997,Army Men: Soldiers of Misfortune,DS,2008.0,Shooter,Zoo Games,0.11,0.0,0.0,0.01,0.12
9996,9998,GT Advance 2: Rally Racing,GBA,2001.0,Racing,THQ,0.08,0.03,0.0,0.0,0.11
9997,9999,Mystery P.I. - Portrait of a Thief,DS,2008.0,Adventure,Unknown,0.11,0.0,0.0,0.01,0.11
9998,10000,Yakuza,PS3,2012.0,Action,Sega,0.0,0.0,0.11,0.0,0.11
9999,10001,DOA 2: Dead or Alive 2 Hardcore,PS2,2000.0,Fighting,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10000,10002,A Witch's Tale,DS,2009.0,Role-Playing,Nippon Ichi Software,0.08,0.0,0.03,0.01,0.11
10001,10003,Hollywood Squares,Wii,2010.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.11
10002,10004,Cabela's Deer Hunt 2005 Season,XB,2004.0,Sports,Activision,0.09,0.02,0.0,0.0,0.11
10003,10005,SplashDown,XB,2002.0,Racing,Atari,0.09,0.02,0.0,0.0,0.11
10004,10006,Nobunaga no Yabou: Tenshoki,SAT,1995.0,Strategy,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10005,10007,Stronghold,PC,2001.0,Strategy,Gathering of Developers,0.0,0.09,0.0,0.02,0.11
10006,10008,Warhammer: Battle March,X360,2008.0,Strategy,Deep Silver,0.09,0.02,0.0,0.01,0.11
10007,10009,F1 Racing Championship,PS,2000.0,Racing,Video System,0.06,0.04,0.0,0.01,0.11
10008,10010,Dead Man's Hand,XB,2004.0,Shooter,Atari,0.09,0.02,0.0,0.0,0.11
10009,10011,Smash Cars,PS2,2003.0,Racing,Metro 3D,0.06,0.04,0.0,0.01,0.11
10010,10012,NASCAR 07,PS2,2006.0,Racing,Electronic Arts,0.06,0.04,0.0,0.01,0.11
10011,10013,Karaoke Revolution Presents American Idol Encore 2,PS3,2008.0,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.11
10012,10014,Nickelodeon Dance,X360,2011.0,Misc,Take-Two Interactive,0.08,0.02,0.0,0.01,0.11
10013,10015,Pac 'n Roll,DS,2005.0,Platform,Namco Bandai Games,0.09,0.0,0.02,0.01,0.11
10014,10016,Cabela's North American Adventures,PS3,2010.0,Sports,Activision,0.11,0.0,0.0,0.01,0.11
10015,10017,Mechanic Master,DS,2008.0,Puzzle,Midway Games,0.1,0.0,0.0,0.01,0.11
10016,10018,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10017,10019,Melty Blood: Act Cadenza,PS2,2006.0,Fighting,Sega,0.0,0.0,0.11,0.0,0.11
10018,10020,Dokapon Kingdom,PS2,2007.0,Role-Playing,Sting,0.05,0.04,0.02,0.01,0.11
10019,10021,ToeJam & Earl III: Mission to Earth,XB,2002.0,Action,Sega,0.09,0.02,0.0,0.0,0.11
10020,10022,Phantasy Star Collection,GBA,2002.0,Role-Playing,Atari,0.08,0.03,0.0,0.0,0.11
10021,10023,Doukoku Shoshite...,SAT,1998.0,Adventure,Data East,0.0,0.0,0.11,0.0,0.11
10022,10024,LEGO Knights' Kingdom,GBA,2004.0,Action,THQ,0.08,0.03,0.0,0.0,0.11
10023,10025,Final Fantasy III,PSP,2012.0,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11
10024,10026,Family Game Night 4: The Game Show,PS3,2011.0,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11
10025,10027,Retro Game Challenge,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10026,10028,NBA Jam 2002,GBA,2002.0,Sports,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.11
10027,10029,Every Extend Extra,PSP,2006.0,Shooter,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.11
10028,10030,Shining Force NEO,PS2,2005.0,Role-Playing,Sega,0.06,0.04,0.0,0.01,0.11
10029,10031,Tony Hawk's Pro Skater 5,XOne,2015.0,Sports,Activision,0.08,0.02,0.0,0.01,0.11
10030,10032,Brain Quest: Grades 5 & 6,DS,2008.0,Misc,Electronic Arts,0.11,0.0,0.0,0.01,0.11
10031,10033,SingStar Latino,PS3,2009.0,Misc,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.11
10032,10034,Girl Time,DS,2009.0,Simulation,THQ,0.11,0.0,0.0,0.01,0.11
10033,10035,Army Men: Sarge's War,XB,2004.0,Shooter,Global Star,0.09,0.02,0.0,0.0,0.11
10034,10036,Ultimate Mortal Kombat,DS,2007.0,Fighting,Midway Games,0.09,0.01,0.0,0.01,0.11
10035,10037,Pocket Soccer League: Calciobit,3DS,2012.0,Sports,Nintendo,0.0,0.0,0.11,0.0,0.11
10036,10038,Primal Rage,PS,1994.0,Fighting,Time Warner Interactive,0.06,0.04,0.0,0.01,0.11
10037,10039,FIFA Street 2,GC,2006.0,Sports,Electronic Arts,0.09,0.02,0.0,0.0,0.11
10038,10040,DiRT Rally,XOne,2016.0,Racing,Codemasters,0.03,0.08,0.0,0.01,0.11
10039,10041,Heart Catch PreCure! Oshare Collection,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10040,10042,UEFA Euro 2016,PS3,2016.0,Sports,Konami Digital Entertainment,0.0,0.08,0.02,0.01,0.11
10041,10043,Taito Legends,PS2,2005.0,Misc,Empire Interactive,0.06,0.04,0.0,0.01,0.11
10042,10044,Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002.0,Shooter,Ubisoft,0.08,0.03,0.0,0.0,0.11
10043,10045,BoomBots,PS,1999.0,Fighting,SouthPeak Games,0.06,0.04,0.0,0.01,0.11
10044,10046,Monster Madness: Battle for Suburbia,X360,2007.0,Shooter,SouthPeak Games,0.1,0.0,0.0,0.01,0.11
10045,10047,Star Trek: Conquest,PS2,,Strategy,Bethesda Softworks,0.06,0.04,0.0,0.01,0.11
10046,10048,FIFA Soccer 06,PSP,2005.0,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.11
10047,10049,Life is Strange,XOne,2016.0,Adventure,Square Enix,0.08,0.02,0.0,0.01,0.11
10048,10050,NFL Head Coach 09,X360,2008.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.11
10049,10051,World Championship Rugby,PS2,2004.0,Sports,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10050,10052,Phantom Dust,XB,2004.0,Action,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11
10051,10053,Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998.0,Adventure,Gainax Network Systems,0.0,0.0,0.11,0.01,0.11
10052,10054,Shin Sangoku Musou: Multi Raid 2,PSP,2010.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10053,10055,Taiko Drum Master: Tokumori!,WiiU,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10054,10056,Growlanser Generations,PS2,2003.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.11
10055,10057,Mega Man Battle Chip Challenge,GBA,2003.0,Misc,Capcom,0.08,0.03,0.0,0.0,0.11
10056,10058,Desktop Tower Defense,DS,2009.0,Strategy,THQ,0.11,0.0,0.0,0.01,0.11
10057,10059,Puyo Puyo Tetris,3DS,2014.0,Puzzle,Sega,0.0,0.0,0.11,0.0,0.11
10058,10060,Pro Evolution Soccer 2014,PC,2013.0,Action,Konami Digital Entertainment,0.0,0.09,0.0,0.02,0.11
10059,10061,"Sakura Wars: So Long, My Love",Wii,2010.0,Role-Playing,Ackkstudios,0.06,0.04,0.0,0.01,0.11
10060,10062,The Settlers,DS,2007.0,Action,Ubisoft,0.1,0.0,0.0,0.01,0.11
10061,10063,Grease,DS,2010.0,Misc,505 Games,0.1,0.0,0.0,0.01,0.11
10062,10064,My SAT Coach with The Princeton Review,DS,2008.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11
10063,10065,Family Fun Football,Wii,2009.0,Sports,Tecmo Koei,0.1,0.0,0.0,0.01,0.11
10064,10066,Ring of Red,PS2,2000.0,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11
10065,10067,Cold Winter,PS2,2005.0,Shooter,Vivendi Games,0.06,0.04,0.0,0.01,0.11
10066,10068,International Track & Field 2000,PS,1999.0,Sports,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11
10067,10069,The Hardy Boys: Treasure on the Tracks,DS,2009.0,Adventure,Sega,0.11,0.0,0.0,0.01,0.11
10068,10070,PDC World Championship Darts: Pro Tour,PS3,2010.0,Sports,O-Games,0.0,0.09,0.0,0.03,0.11
10069,10071,Stubbs the Zombie in Rebel Without a Pulse,XB,2005.0,Action,THQ,0.08,0.02,0.0,0.0,0.11
10070,10072,Batman: Dark Tomorrow,XB,2003.0,Action,Kemco,0.08,0.02,0.0,0.0,0.11
10071,10073,Ping Pals,DS,2004.0,Misc,THQ,0.1,0.0,0.0,0.01,0.11
10072,10074,Fatal Frame: Maiden of Black Water,WiiU,2014.0,Action,Nintendo,0.0,0.03,0.08,0.0,0.11
10073,10075,MySims SkyHeroes,PS3,2010.0,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.11
10074,10076,Blood Drive,X360,2010.0,Racing,Activision,0.09,0.01,0.0,0.01,0.11
10075,10077,18 Wheeler: American Pro Trucker,GC,2002.0,Racing,Acclaim Entertainment,0.09,0.02,0.0,0.0,0.11
10076,10078,Jake Hunter Detective Story: Memories of the Past,DS,2007.0,Adventure,PQube,0.06,0.0,0.05,0.0,0.11
10077,10079,Start the Party! Save the World,PS3,2011.0,Misc,Sony Computer Entertainment,0.0,0.09,0.0,0.03,0.11
10078,10080,The King of Fighters XII,X360,2009.0,Fighting,Ignition Entertainment,0.09,0.0,0.01,0.01,0.11
10079,10081,Digimon World DS,DS,2006.0,Role-Playing,Namco Bandai Games,0.1,0.0,0.0,0.01,0.11
10080,10082,Naruto Ultimate Collection,PS2,2008.0,Misc,Namco Bandai Games,0.06,0.04,0.0,0.01,0.11
10081,10083,The King of Fighters '99,PS,2000.0,Fighting,SNK,0.0,0.0,0.11,0.01,0.11
10082,10084,Mass Destruction,PS,1997.0,Shooter,BMG Interactive Entertainment,0.06,0.04,0.0,0.01,0.11
10083,10085,Bodycount,X360,2011.0,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11
10084,10086,Batman: Rise of Sin Tzu,XB,2003.0,Action,Ubisoft,0.08,0.02,0.0,0.0,0.11
10085,10087,Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,1998.0,Adventure,Sega,0.0,0.0,0.11,0.0,0.11
10086,10088,Skylanders: SuperChargers,3DS,2015.0,Action,Activision,0.05,0.06,0.0,0.01,0.11
10087,10089,Super Swing Golf Season 2,Wii,2007.0,Sports,Rising Star Games,0.08,0.0,0.03,0.01,0.11
10088,10090,Queen's Blade: Spiral Chaos,PSP,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10089,10091,Jikkyou Powerful Pro Yakyuu '95,PS,1994.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.01,0.11
10090,10092,Spy vs Spy,XB,2005.0,Action,Global Star,0.08,0.02,0.0,0.0,0.11
10091,10093,Coraline,PS2,2009.0,Action,D3Publisher,0.06,0.04,0.0,0.01,0.11
10092,10094,The Price is Right: Decades,X360,2011.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.11
10093,10095,Sega Touring Car Championship,SAT,1996.0,Racing,Sega,0.0,0.0,0.11,0.0,0.11
10094,10096,GoldenEye: Rogue Agent,DS,2005.0,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11
10095,10097,JASF: Jane's Advanced Strike Fighters,PS3,2011.0,Simulation,Deep Silver,0.07,0.03,0.0,0.02,0.11
10096,10098,Cake Mania,DS,2007.0,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11
10097,10099,Cold Fear,PS2,2005.0,Action,Ubisoft,0.06,0.04,0.0,0.01,0.11
10098,10100,Akiba's Trip: Undead & Undressed,PS4,2014.0,Action,Acquire,0.08,0.0,0.01,0.02,0.11
10099,10101,Zangeki no Reginleiv,Wii,2010.0,Action,Nintendo,0.0,0.0,0.11,0.0,0.11
10100,10102,Stronghold Kingdoms,PC,2011.0,Strategy,DTP Entertainment,0.0,0.1,0.0,0.02,0.11
10101,10103,Fabulous Finds,DS,2009.0,Puzzle,ValuSoft,0.1,0.0,0.0,0.01,0.11
10102,10104,Vacation Sports,Wii,2009.0,Sports,Ubisoft,0.1,0.01,0.0,0.01,0.11
10103,10105,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006.0,Misc,Daito,0.0,0.0,0.11,0.0,0.11
10104,10106,PDC World Championship Darts: Pro Tour,Wii,2010.0,Sports,O-Games,0.0,0.1,0.0,0.01,0.11
10105,10107,Pimp My Ride,Wii,2008.0,Racing,Activision,0.1,0.0,0.0,0.01,0.11
10106,10108,Surf's Up,PSP,2007.0,Sports,Ubisoft,0.02,0.06,0.0,0.03,0.11
10107,10109,Invizimals: The Lost Tribes,PSP,2011.0,Action,Sony Computer Entertainment,0.0,0.08,0.0,0.04,0.11
10108,10110,Let's Play Garden,DS,2010.0,Simulation,Deep Silver,0.11,0.0,0.0,0.01,0.11
10109,10111,NHL Hitz 20-03,XB,2002.0,Sports,Midway Games,0.08,0.02,0.0,0.0,0.11
10110,10112,Murakumo: Renegade Mech Pursuit,XB,2002.0,Shooter,From Software,0.04,0.01,0.06,0.0,0.11
10111,10113,Heavy Fire: Afghanistan,Wii,2011.0,Shooter,Mastiff,0.11,0.0,0.0,0.01,0.11
10112,10114,Samurai Warriors 4-II,PS4,2015.0,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11
10113,10115,Open Season,X360,2006.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11
10114,10116,WireWay,DS,2009.0,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
10115,10117,Gun Metal,XB,2002.0,Shooter,Rage Software,0.08,0.02,0.0,0.0,0.11
10116,10118,Just In Time Translations,DS,2009.0,Misc,THQ,0.1,0.0,0.0,0.01,0.11
10117,10119,John Daly's ProStroke Golf,PS3,2010.0,Sports,O-Games,0.09,0.02,0.0,0.01,0.11
10118,10120,Pro Yaky? Spirits 5,PS3,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10119,10121,Samurai Warriors 4-II,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10120,10122,BloodRayne,GC,2002.0,Shooter,Universal Interactive,0.09,0.02,0.0,0.0,0.11
10121,10123,The Hardy Boys: The Hidden Theft,Wii,2009.0,Adventure,The Adventure Company,0.07,0.03,0.0,0.01,0.11
10122,10124,Metal Slug 4 & 5,PS2,2005.0,Shooter,SNK Playmore,0.05,0.04,0.0,0.01,0.11
10123,10125,Pac-Man and the Ghostly Adventures 2,X360,2014.0,Adventure,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11
10124,10126,ECW Anarchy Rulz,PS,1999.0,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10125,10127,InuYasha: A Feudal Fairy Tale,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11
10126,10128,Gem Quest: 4 Elements,DS,2011.0,Puzzle,Mastertronic,0.05,0.05,0.0,0.01,0.11
10127,10129,Funky Barn,3DS,2012.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11
10128,10130,J-League Winning Eleven 9: Asia Championship,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10129,10131,Sabrina The Teenage Witch: Potion Commotion,GBA,2002.0,Action,Ubisoft,0.08,0.03,0.0,0.0,0.11
10130,10132,Pac-Man Pinball Advance,GBA,2005.0,Misc,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11
10131,10133,Pocket Pets,DS,2007.0,Simulation,O3 Entertainment,0.1,0.0,0.0,0.01,0.11
10132,10134,Yu Yu Hakusho: Tournament Tactics,GBA,2004.0,Strategy,Atari,0.08,0.03,0.0,0.0,0.11
10133,10135,Home Run King,GC,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.11
10134,10136,Power Rangers: Super Legends,DS,2007.0,Action,Disney Interactive Studios,0.08,0.03,0.0,0.01,0.11
10135,10137,To Heart 2: Dungeon Travelers,PSP,2011.0,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11
10136,10138,Where the Wild Things Are,X360,2009.0,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11
10137,10139,Lost in Blue,DS,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11
10138,10140,Criminal Girls: Invite Only,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.04,0.02,0.04,0.02,0.11
10139,10141,WWE All Stars,PS2,2011.0,Fighting,THQ,0.05,0.04,0.0,0.01,0.11
10140,10142,MLB Power Pros,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10141,10143,Truth or Lies,X360,2010.0,Misc,THQ,0.07,0.03,0.0,0.01,0.11
10142,10144,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995.0,Misc,Sega,0.0,0.0,0.11,0.0,0.11
10143,10145,Kousoku Card Battle: Card Hero,DS,2007.0,Strategy,Nintendo,0.0,0.0,0.11,0.0,0.11
10144,10146,AirForce Delta Strike,PS2,2004.0,Simulation,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.11
10145,10147,Dora's Big Birthday Adventure,Wii,2010.0,Misc,Take-Two Interactive,0.1,0.01,0.0,0.01,0.11
10146,10148,Tokimeki Memorial: Girl's Side 2nd Season,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10147,10149,Disney's Peter Pan: Return to Never Land,GBA,2002.0,Platform,Ubisoft,0.08,0.03,0.0,0.0,0.11
10148,10150,The Fairly Odd Parents: Breakin Da Rules,XB,2003.0,Platform,THQ,0.08,0.02,0.0,0.0,0.11
10149,10151,Monkey Island: Special Edition Collection,PS3,2011.0,Adventure,Activision,0.0,0.08,0.0,0.03,0.11
10150,10152,Capcom vs. SNK 2 EO,GC,2002.0,Fighting,Capcom,0.09,0.02,0.0,0.0,0.11
10151,10153,Hot Wheels Velocity X,GC,2002.0,Racing,THQ,0.09,0.02,0.0,0.0,0.11
10152,10154,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10153,10155,Spyborgs,Wii,2009.0,Action,Capcom,0.1,0.01,0.0,0.01,0.11
10154,10156,American Girl: Julie Finds a Way,DS,2007.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11
10155,10157,Contra Advance: The Alien Wars EX,GBA,2002.0,Shooter,Konami Digital Entertainment,0.08,0.03,0.0,0.0,0.11
10156,10158,Jikkyou Powerful Pro Baseball 2016,PS3,2016.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
10157,10159,The History Channel: Battle for the Pacific,Wii,2007.0,Shooter,Activision,0.1,0.0,0.0,0.01,0.11
10158,10160,18 Wheels of Steel: Extreme Trucker 2,PC,2011.0,Racing,Rondomedia,0.08,0.02,0.0,0.01,0.11
10159,10161,Happy Feet Two,3DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11
10160,10162,Army Men: RTS,PS2,2002.0,Strategy,3DO,0.05,0.04,0.0,0.01,0.11
10161,10163,Mobile Suit Gundam: MS Sensen 0079,Wii,2007.0,Simulation,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10162,10164,Pinball Hall of Fame: The Williams Collection,PSP,2008.0,Misc,System 3 Arcade Software,0.09,0.01,0.0,0.01,0.11
10163,10165,Space Chimps,X360,2008.0,Platform,Brash Entertainment,0.1,0.0,0.0,0.01,0.11
10164,10166,The Spiderwick Chronicles,X360,2008.0,Action,Vivendi Games,0.09,0.01,0.0,0.01,0.11
10165,10167,Project CARS,PC,2015.0,Racing,Slightly Mad Studios,0.0,0.1,0.0,0.01,0.11
